hsa:2990 hsa:9365;GUSB, BG, MPS7;hsa00040
hsa:6120 hsa:729020;RPE, RPE2-1;hsa00040
hsa:729920;ISPD, MDDGA7, MDDGC7, Nip, hCG_1745121, hISPD;hsa00040
hsa:9942;XYLB;hsa00040
hsa:231 hsa:57016;AKR1B1, ADR, ALDR1, ALR2, AR;hsa00040
hsa:51181;DCXR, DCR, HCR2, HCRII, KIDCR, P34H, PNTSU, SDR20C1, XR;hsa00040
hsa:231 hsa:57016;AKR1B1, ADR, ALDR1, ALR2, AR;hsa00040
hsa:51084;CRYL1, GDH, HEL30, gul3DH, lambda-CRY;hsa00040
hsa:7360;UGP2, UDPG, UDPGP, UDPGP2, UGP1, UGPP1, UGPP2, pHC379;hsa00040
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799;UGT2B11;hsa00040
hsa:7358;UGDH, GDH, UDP-GlcDH, UDPGDH, UGD;hsa00040
hsa:27294;DHDH, 2DD, HUM2DD;hsa00040
hsa:6652;SORD, HEL-S-95n, SORD1;hsa00040
hsa:10327;AKR1A1, ALDR1, ALR, ARM, DD3, HEL-S-6;hsa00040
hsa:231 hsa:57016;AKR1B1, ADR, ALDR1, ALR2, AR;hsa00051
hsa:6652;SORD, HEL-S-95n, SORD1;hsa00051
hsa:3795;KHK;hsa00051
hsa:3098 hsa:3099 hsa:3101 hsa:80201;HK1, HK, HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, RP79, hexokinase;hsa00051
hsa:3098 hsa:3099 hsa:3101 hsa:80201;HK1, HK, HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, RP79, hexokinase;hsa00051
hsa:5207 hsa:5208 hsa:5209 hsa:5210 hsa:57103;PFKFB1, F6PK, HL2K, PFRX;hsa00051
hsa:4351;MPI, CDG1B, PMI, PMI1;hsa00051
hsa:5372 hsa:5373;PMM1, Sec53;hsa00051
hsa:8790;FPGT, GFPP;hsa00051
hsa:7264;TSTA3, FX, P35B, SDR4E1;hsa00051
hsa:2762;GMDS, GMD, SDR3E1;hsa00051
hsa:29925 hsa:29926;GMPPB, MDDGA14, MDDGB14, MDDGC14;hsa00051
hsa:5211 hsa:5213 hsa:5214;PFKL, ATP-PFK, PFK-B, PFK-L;hsa00051
hsa:7167;TPI1, HEL-S-49, TIM, TPI, TPID;hsa00051
hsa:226 hsa:229 hsa:230;ALDOA, ALDA, GSD12, HEL-S-87p;hsa00051
hsa:26007;TKFC, DAK, NET45;hsa00051
hsa:226 hsa:229 hsa:230;ALDOA, ALDA, GSD12, HEL-S-87p;hsa00051
hsa:2203 hsa:8789;FBP1, FBP;hsa00051
hsa:197258;FUK, 1110046B12Rik;hsa00051
hsa:55556;ENOSF1, RTS, TYMSAS;hsa00051
hsa:2717;GLA, GALA;hsa00052
hsa:5211 hsa:5213 hsa:5214;PFKL, ATP-PFK, PFK-B, PFK-L;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:2548 hsa:2595 hsa:8972 hsa:93432;GAA, LYAG;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:231 hsa:57016;AKR1B1, ADR, ALDR1, ALR2, AR;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:2645;GCK, FGQTL3, GK, GLK, HHF3, HK4, HKIV, HXKP, LGLK, MODY2;hsa00052
hsa:3098 hsa:3099 hsa:3101 hsa:80201;HK1, HK, HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, RP79, hexokinase;hsa00052
hsa:3938;LCT, LAC, LPH, LPH1;hsa00052
hsa:2720;GLB1, EBP, ELNR1, MPS4B;hsa00052
hsa:5236 hsa:55276;PGM1, CDG1T, GSD14;hsa00052
hsa:2683 hsa:3906 hsa:8704;B4GALT1, B4GAL-T1, CDG2D, GGTB2, GT1, GTB, beta4Gal-T1;hsa00052
hsa:2582;GALE, SDR1E1;hsa00052
hsa:7360;UGP2, UDPG, UDPGP, UDPGP2, UGP1, UGPP1, UGPP2, pHC379;hsa00052
hsa:2592;GALT;hsa00052
hsa:2538 hsa:57818 hsa:92579;G6PC, G6PC1, G6PT, G6Pase, GSD1, GSD1a;hsa00052
hsa:2717;GLA, GALA;hsa00052
hsa:6476;SI;hsa00052
hsa:2584;GALK1, GALK, GK1, HEL-S-19;hsa00052
hsa:130589;GALM, BLOCK25, GLAT, HEL-S-63p, IBD1;hsa00052
hsa:55586;MIOX, ALDRL6;hsa00053
hsa:7358;UGDH, GDH, UDP-GlcDH, UDPGDH, UGD;hsa00053
hsa:9104;RGN, GNL, HEL-S-41, RC, SMP30;hsa00053
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799;UGT2B11;hsa00053
hsa:217 hsa:219 hsa:223 hsa:224 hsa:501;ALDH2, ALDH-E2, ALDHI, ALDM;hsa00053
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:55301;OLAH, AURA1, SAST, THEDC1;hsa00061
hsa:55301;OLAH, AURA1, SAST, THEDC1;hsa00061
hsa:55301;OLAH, AURA1, SAST, THEDC1;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:27349;MCAT, FASN2C, MCT, MCT1, MT, NET62, fabD;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:2194;FASN, FAS, OA-519, SDR27X1;hsa00061
hsa:31 hsa:32;ACACA, ACAC, ACACAD, ACC, ACC1, ACCA;hsa00061
hsa:54995;OXSM, CEM1, FASN2D, KASI, KS;hsa00061
hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616;ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2;hsa00061
hsa:51104 hsa:5538 hsa:58489 hsa:81926 hsa:9374;ABHD17B, C9orf77, CGI-67, FAM108B1;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:3033;HADH, HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:3033;HADH, HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:3033;HADH, HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51144;HSD17B12, KAR, SDR12C1;hsa00062
hsa:9524;TECR, GPSN2, MRT14, SC2, TER;hsa00062
hsa:201562 hsa:401494 hsa:51495 hsa:9200;HACD2, PTPLB;hsa00062
hsa:1892 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00062
hsa:3033;HADH, HAD, HADH1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD;hsa00062
hsa:10449 hsa:3032;ACAA2, DSAEC;hsa00062
hsa:51102;MECR, CGI-63, DYTOABG, ETR1, FASN2B, NRBF1;hsa00062
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00062
hsa:51104 hsa:5538 hsa:58489 hsa:81926 hsa:9374;ABHD17B, C9orf77, CGI-67, FAM108B1;hsa00062
hsa:10965 hsa:11332 hsa:117145 hsa:122970 hsa:284486 hsa:641371;ACOT2, CTE-IA, CTE1A, MTE1, PTE2, PTE2A, ZAP128;hsa00062
hsa:54898 hsa:60481 hsa:64834 hsa:6785 hsa:79071 hsa:79993 hsa:83401;ELOVL2, SSC2;hsa00062
hsa:36;ACADSB, 2-MEBCAD, ACAD7, SBCAD;hsa00071
hsa:36;ACADSB, 2-MEBCAD, ACAD7, SBCAD;hsa00071
hsa:35;ACADS, ACAD3, SCAD;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:10455 hsa:1632 hsa:1962;ECI2, ACBD2, DRS-1, DRS1, HCA88, PECI, dJ1013A10.3;hsa00071
hsa:38 hsa:39;ACAT1, ACAT, MAT, T2, THIL;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:35;ACADS, ACAD3, SCAD;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:124 hsa:125 hsa:126 hsa:127 hsa:128 hsa:130 hsa:131;ADH1A, ADH1;hsa00071
hsa:2639;GCDH, ACAD5, GCD;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:1579 hsa:284541;CYP4A11, CP4Y, CYP4A2, CYP4AII, CYPIVA11;hsa00071
hsa:10449 hsa:30 hsa:3032;ACAA2, DSAEC;hsa00071
hsa:1962 hsa:3033;EHHADH, ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE;hsa00071
hsa:1892 hsa:1962 hsa:3030;ECHS1, ECHS1D, SCEH;hsa00071
hsa:34;ACADM, ACAD1, MCAD, MCADH;hsa00071
hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616;ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2;hsa00071
hsa:3030;HADHA, ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA;hsa00071
hsa:33;ACADL, ACAD4, LCAD;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:51 hsa:8310;ACOX1, ACOX, PALMCOX, SCOX;hsa00071
hsa:38 hsa:39;ACAT1, ACAT, MAT, T2, THIL;hsa00071
hsa:37;ACADVL, ACAD6, LCACD, VLCAD;hsa00071
hsa:37;ACADVL, ACAD6, LCACD, VLCAD;hsa00071
hsa:126129 hsa:1374 hsa:1375;CPT1C, CATL1, CPT1-B, CPT1P, CPTI-B, CPTIC, SPG73;hsa00071
hsa:1376;CPT2, CPT1, CPTASE, IIAE4;hsa00071
hsa:217 hsa:219 hsa:223 hsa:224 hsa:501;ALDH2, ALDH-E2, ALDHI, ALDM;hsa00071
hsa:3157 hsa:3158;HMGCS1, HMGCS;hsa00072
hsa:3155 hsa:54511;HMGCL, HL;hsa00072
hsa:38 hsa:39;ACAT1, ACAT, MAT, T2, THIL;hsa00072
hsa:56898 hsa:622;BDH2, DHRS6, EFA6R, PRO20933, SDR15C1, UCPA-OR, UNQ6308;hsa00072
hsa:5019 hsa:64064;OXCT1, OXCT, SCOT;hsa00072
hsa:6309;SC5D, ERG3, S5DES, SC5DL;hsa00100
hsa:10682;EBP, CDPX2, CHO2, CPX, CPXD, MEND;hsa00100
hsa:1717;DHCR7, SLOS;hsa00100
hsa:6309;SC5D, ERG3, S5DES, SC5DL;hsa00100
hsa:10682;EBP, CDPX2, CHO2, CPX, CPXD, MEND;hsa00100
hsa:6309;SC5D, ERG3, S5DES, SC5DL;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1717;DHCR7, SLOS;hsa00100
hsa:6309;SC5D, ERG3, S5DES, SC5DL;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:1595;CYP51A1, CP51, CYP51, CYPL1, LDM, P450-14DM, P450L1;hsa00100
hsa:7108;TM7SF2, ANG1, DHCR14A, NET47;hsa00100
hsa:1717;DHCR7, SLOS;hsa00100
hsa:4047;LSS, CTRCT44, OSC;hsa00100
hsa:7108;TM7SF2, ANG1, DHCR14A, NET47;hsa00100
hsa:10682;EBP, CDPX2, CHO2, CPX, CPXD, MEND;hsa00100
hsa:50814;NSDHL, H105E3, SDR31E1, XAP104;hsa00100
hsa:1718;DHCR24, DCE, Nbla03646, SELADIN1, seladin-1;hsa00100
hsa:6307;MSMO1, DESP4, ERG25, MCCPD, SC4MOL;hsa00100
hsa:1595;CYP51A1, CP51, CYP51, CYPL1, LDM, P450-14DM, P450L1;hsa00100
hsa:51478;HSD17B7, PRAP, SDR37C1;hsa00100
hsa:1056 hsa:3988;CEL, BAL, BSDL, BSSL, CELL, CEase, FAP, FAPP, LIPA, MODY8;hsa00100
hsa:6646 hsa:8435;SOAT1, ACACT, ACAT, ACAT-1, ACAT1, SOAT, STAT;hsa00100
hsa:120227;CYP2R1;hsa00100
hsa:1594;CYP27B1, CP2B, CYP1, CYP1alpha, CYP27B, P450c1, PDDR, VDD1, VDDR, VDDRI, VDR;hsa00100
